Case Number,Month_classifier,Year_classified,Type_classified,Country_classified,Area,Location,Activity_classified,Sex_classified,Investigator or Source,pdf,href formula,href,Case Number.1,Case Number.2,original order,Fatal_classified
2011.09.28.a,September,2011,Unprovoked,South Africa,Western Cape Province,Clovely Beach,Swimming,M,"News 24, 9/29/2011",2011.09.28.a-Cohen.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.09.28.a-Cohen.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.09.28.a-Cohen.pdf,2011.09.28.a,2011.09.28.a,5442.0,No
2011.09.24.b,September,2011,Unprovoked,Usa,Florida,"Santa Maria Island, Manatee County",Spearfishing,M,"Herald Tribune, 9/24/2011",2011.09.24.b-Wickersham.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.09.24.b-Wickersham.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.09.24.b-Wickersham.pdf,2011.09.24.b,2011.09.24.b,5441.0,No
2011.09.24.a,September,2011,Unprovoked,Usa,South Carolina,"North Myrtle Beach, Horry County",Jumping,M,"Sun News, 9/26/2011",2011.09.24.a-O'Hara.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.09.24.a-O'Hara.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.09.24.a-O'Hara.pdf,2011.09.24.a,2011.09.24.a,5440.0,No
2011.09.20,September,2011,Something in a boat activitie,Usa,Hawaii,Kauai,Canoeing,M,"R. Mizutani, KHON2, 9/23/2011",2011.09.20-Bartlett.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.09.20-Bartlett.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.09.20-Bartlett.pdf,2011.09.20,2011.09.20,5439.0,No
2011.09.19,September,2011,Unprovoked,Reunion,Saint-Gilles,Boucan-Canot,Bodyboarding,M,zinfos974,2011.09.19-Schiller.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.09.19-Schiller.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.09.19-Schiller.pdf,2011.09.19,2011.09.19,5438.0,Yes
2011.09.17,September,2011,Unprovoked,Kenya,Coast Province,"Mama Ngina Beach, Mombasa ",Swimming,M,"Mombasa411, 9/20/2011",2011.09.17-Kenya.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.09.17-Kenya.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.09.17-Kenya.pdf,2011.09.17,2011.09.17,5437.0,Yes
2011.09.16,September,2011,Unprovoked,Usa,Florida,New Smyrna Beach,Surfing,M,"Daytona Beach News-Journal, 9/16/2011",2011.09.16-Jorgensen.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.09.16-Jorgensen.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.09.16-Jorgensen.pdf,2011.09.16,2011.09.16,5436.0,No
2011.09.11.b,September,2011,Unprovoked,Usa,California,"Samoa Beach, Humboldt County",Surfing,M,R. Collier,2011.09.11.b-Benji-Rose.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.09.11.b-Benji-Rose.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.09.11.b-Benji-Rose.pdf,2011.09.11.b,2011.09.11.b,5435.0,No
2011.09.11.a,September,2011,Unprovoked,Papua New Guinea,Central Province,"Hula, near Port Moresby",Kitesurfing,M,"Sydney Morning Herald, 9/12/2011",2011.09.11.a-Viot.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.09.11.a-Viot.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.09.11.a-Viot.pdf,2011.09.11.a,2011.09.11.a,5434.0,No
2011.09.04.b,September,2011,Unprovoked,Usa,Hawaii,"Nimitz State Beach, Oahu",Surfing,No specified,"KITV.com, 9/4/2011",2011.09.04.b-Felipe.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.09.04.b-Felipe.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.09.04.b-Felipe.pdf,2011.09.04.b,2011.09.04.b,5433.0,No
2011.09.04.a,September,2011,Unprovoked,Australia,Western Australia,Bunker Bay,Bodyboarding,M,"Sunshine Coast Daily, 9/5/2011",2011.09.04.a-Burden.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.09.04.a-Burden.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.09.04.a-Burden.pdf,2011.09.04.a,2011.09.04.a,5432.0,Yes
2011.09.02,September,2011,Unprovoked,Usa,Florida,"New Smyrna Beach, Volusia County",Surfing,M,"WESH.com, 9/2/2011",2011.09.02-True.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.09.02-True.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.09.02-True.pdf,2011.09.02,2011.09.02,5431.0,No
2011.08.31,August,2011,Unprovoked,Usa,Florida,Crescent Beach St. Johns County,Surfing,M,"News4JAX, 9/1/2011",2011.08.31-Lancaster.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.31-Lancaster.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.31-Lancaster.pdf,2011.08.31,2011.08.31,5430.0,No
2011.08.28.b,August,2011,Invalid,Australia,Queensland,Fantome Island,Swimming,M,"Courier Pigeon, 8/30/2011",2011.08.28-Roosteer.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.28-Roosteer.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.28-Roosteer.pdf,2011.08.28.b,2011.08.28.b,5429.0,not specified
2011.08.28.a,August,2011,Unprovoked,Usa,Texas,"Grass Island, Aransas County",Wadefishing,F,M. Locklear,2011.08.28.a-Locklear.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.28.a-Locklear.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.28.a-Locklear.pdf,2011.08.28.a,2011.08.28.a,5428.0,No
2011.08.26,August,2011,Unprovoked,Russia,Primorsky Krai,Slavyanka,Standingcollecting,M,"Voice of Russia, 8/27/2011",2011.08.26-Nechaev.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.26-Nechaev.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.26-Nechaev.pdf,2011.08.26,2011.08.26,5427.0,No
2011.08.24.b,August,2011,Unprovoked,Usa,North Carolina,"Buxton Beach, Dare County",Surfing,M,Shark Times,2011.08.24.b-Dinneen.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.24.b-Dinneen.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.24.b-Dinneen.pdf,2011.08.24.b,2011.08.24.b,5426.0,No
2011.08.24.a,August,2011,Unprovoked,Usa,North Carolina,Holden Beach. Brunswick County,not specified,M,"WECT.com, 8/24/2011",2011.08.24.a-Holden.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.24.a-Holden.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.24.a-Holden.pdf,2011.08.24.a,2011.08.24.a,5425.0,No
2011.08.23,August,2011,Unprovoked,South Africa,Western Cape Province,"Lookout Beach, near the Keurbooms river mouth in Plettenberg Bay",Surfing,M,"News24, 8/23/2011",2011.08.23-VanHeerden.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.23-VanHeerden.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.23-VanHeerden.pdf,2011.08.23,2011.08.23,5424.0,Yes
2011.08.18,August,2011,Unprovoked,Russia,"Peter the Great Bay, Khasan, Primorsky Krai (Far East)",Zheltukhin Island,Swimming,M,"Ria Novosti, 8/18/2011",2011.08.18-Siderovich.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.18-Siderovich.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.18-Siderovich.pdf,2011.08.18,2011.08.18,5423.0,No
2011.08.17.c.,August,2011,Unprovoked,Usa,North Carolina,"Kure Beach, New Hanover County",Wading,F,C. Creswell,2011.08.17.c-Aronian.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.17.c-Aronian.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.17.c-Aronian.pdf,2011.08.17.c.,2011.08.17.c.,5422.0,No
2011.08.17.b.,August,2011,Invalid,Usa,North Carolina,"Wrightsville Beach, New Hanover County",not specified,M,"C. Creswell, GSAF; Wway, 8/17/2011",2011.08.17.b-child.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.17.b-child.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.17.b-child.pdf,2011.08.17.b.,2011.08.17.b.,5421.0,not specified
2011.08.17.a,August,2011,Unprovoked,Russia,"Telyakovsky Bay, Khasan,  Primorsky Krai (Far East)",Vityaz,Swimming,M,"AsiaOne, 8/17/2011",2011.08.17.a-Udovenko.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.17.a-Udovenko.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.17.a-Udovenko.pdf,2011.08.17.a,2011.08.17.a,5420.0,No
2011.08.16.c,August,2011,Unprovoked,French Polynesia,Society Islands,"Teahupoo, Tahiti",Surfing,M,Sharksurvivors.com,2011.08.16.c-D'Esposito.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.16.c-D'Esposito.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.16.c-D'Esposito.pdf,2011.08.16.c,2011.08.16.c,5419.0,No
2011.08.16.b,August,2011,Unprovoked,Usa,Puerto Rico,Vieques,Floating,M,"El Nuevodia, 7/17/2011",2011.08.16.b-Strunk.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.16.b-Strunk.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.16.b-Strunk.pdf,2011.08.16.b,2011.08.16.b,5418.0,No
2011.08.16.a,August,2011,Unprovoked,Seychelles,Praslin,Anse Lazio ,Swimmingorsnorkeling,M,"P. Cahalan, The Independent, 8/17/2011",2011.08.16.a-Redmond.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.16.a-Redmond.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.16.a-Redmond.pdf,2011.08.16.a,2011.08.16.a,5417.0,Yes
2011.08.15,August,2011,Invalid,Usa,South Carolina,"Myrtle Beach, Horry County",Playing,M,"C. Creswell; Carolina Live, 8/15/2011",2011.08.15-Varney.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.15-Varney.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.15-Varney.pdf,2011.08.15,2011.08.15,5416.0,No
2011.08.11,August,2011,Unprovoked,Usa,North Carolina,Beaufort Inlet,Swimming,M,"Eyewitness News 9, 8/12/011",2011.08.11-DonnieWhite.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.11-DonnieWhite.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.11-DonnieWhite.pdf,2011.08.11,2011.08.11,5415.0,No
2011.08.01,August,2011,Unprovoked,Seychelles,Praslin,Anse Lazio ,Diving,M,"Gulf News, 8/2/2011; Clicanoo, 8/4/2011",2011.08.01-Virolle.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.01-Virolle.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.01-Virolle.pdf,2011.08.01,2011.08.01,5414.0,Yes
2011.07.31,July,2011,Invalid,Brazil,Pernambuco,Praia do Pina,Swimming,M,surfguru.com.br ,2011.07.31-GabrielAlves-dos-Santos.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.07.31-GabrielAlves-dos-Santos.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.07.31-GabrielAlves-dos-Santos.pdf,2011.07.31,2011.07.31,5413.0,not specified
2011.07.30,July,2011,Sea Disaster,Philippines,Not specified,Not specified,not specified,M,"ABS-CBN News, 8/17/2011",2011.07.30-Malabago.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.07.30-Malabago.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.07.30-Malabago.pdf,2011.07.30,2011.07.30,5412.0,No
2011.07.25,July,2011,Unprovoked,Usa,New Jersey,"Egg Harbor, Atlantic County",Wadefishing,M,"NBC, 7/28/2011",2011.07.25-Aubrey.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.07.25-Aubrey.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.07.25-Aubrey.pdf,2011.07.25,2011.07.25,5411.0,No
2011.07.22,July,2011,Unprovoked,South Africa,Eastern Cape Province,"Cintza Beach, East London",Surfing,M,"Zigzag, 7/22/2011",2011.07.22-Struwig.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.07.22-Struwig.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.07.22-Struwig.pdf,2011.07.22,2011.07.22,5410.0,No
2011.07.19,July,2011,Unprovoked,Usa,North Carolina,"Ocracoke Island, Hyde County",Boogieboarding,F,"C. Creswell, GSAF; WITN.com",2011.07.19-Mangum.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.07.19-Mangum.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.07.19-Mangum.pdf,2011.07.19,2011.07.19,5409.0,No
2011.07.15,July,2011,Something in a boat activitie,Reunion,Saint-Gilles,Brisants. ,Kayakingorwaveskiing,M,"Le Post, 7/19/2011",2011.07.15-Reunion-kayaker.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.07.15-Reunion-kayaker.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.07.15-Reunion-kayaker.pdf,2011.07.15,2011.07.15,5408.0,No
2011.07.13.b,July,2011,Unprovoked,Usa,Texas,"South Padre Island, Cameron County",Surffishing,M,E.G. Paez,2011.07.13.b-Paez.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.07.13.b-Paez.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.07.13.b-Paez.pdf,2011.07.13.b,2011.07.13.b,5407.0,No
2011.07.13.a,July,2011,Unprovoked,Bahamas,Grand Bahama Island,Off Lucaya,Scubadiving,M,"Royal Bahamas Police Force, 7/13/2011",2011.07.13-diver-Bahamas.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.07.13-diver-Bahamas.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.07.13-diver-Bahamas.pdf,2011.07.13.a,2011.07.13.a,5406.0,No
2011.07.07.b,July,2011,Unprovoked,Usa,Texas,"Sunday Beach, Matagorda Island, Calhoun  County",Swimming,M,"A. Acosta, Victoria Advocate, 7/9/2011",2011.07.07.b-Vossler.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.07.07.b-Vossler.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.07.07.b-Vossler.pdf,2011.07.07.b,2011.07.07.b,5405.0,No
2011.07.07.a,July,2011,Unprovoked,Usa,Texas,"Mustang Island, Nueces County",Wadefishing,M,"J. Martinez, Corpus Christi Caller Times, 7/19/2011",2011.07.07.a-Hamilton.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.07.07.a-Hamilton.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.07.07.a-Hamilton.pdf,2011.07.07.a,2011.07.07.a,5404.0,No
2011.07.06,July,2011,Unprovoked,Reunion,Saint-Gilles,Roches Noires,Surfing,M,"V. Boyer, Le Journal de lîle de la Réunion, 7/7/2011",2011.07.06-Arnaud.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.07.06-Arnaud.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.07.06-Arnaud.pdf,2011.07.06,2011.07.06,5403.0,No
2011.07.05,July,2011,Unprovoked,Columbia,Sucre,"Libertad, San Onofre",Kayaking,M,"El Universal, 7/6/2011",2011.07.05-Vidal.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.07.05-Vidal.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.07.05-Vidal.pdf,2011.07.05,2011.07.05,5402.0,No
2011.06.30,June,2011,Unprovoked,Turks Caicos,Middle Caicos,Mudjin Harbor,Snorkeling,M,"T. Cyronak, R. Collier",2011.06.30-Cryonak.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.06.30-Cryonak.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.06.30-Cryonak.pdf,2011.06.30,2011.06.30,5401.0,No
2011.06.29,June,2011,Unprovoked,Brazil,Pernambuco,Praia do Pina,Surfing,M,"USA Today, 6/29/2011",2011.06.29-Brazil.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.06.29-Brazil.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.06.29-Brazil.pdf,2011.06.29,2011.06.29,5400.0,No
2011.06.28,June,2011,Unprovoked,South Africa,KwaZulu-Natal,Aliwal Shoal,Scubadiving,M,"Surfline.com, 6/28/2011",2011.06.28-Stanchi.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.06.28-Stanchi.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.06.28-Stanchi.pdf,2011.06.28,2011.06.28,5399.0,No
2011.06.26,June,2011,Unprovoked,Usa,North Carolina,"North Topsail Beach, Onslow County",Playing,F,C. Creswell & G. Hubbell,2011.06.26-Cartwright.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.06.26-Cartwright.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.06.26-Cartwright.pdf,2011.06.26,2011.06.26,5398.0,No
2011.06.24,June,2011,Unprovoked,Usa,California,"San Onofre State Beach, San Diego County",Surfing,M,R. Collier,2011.06.24-Green.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.06.24-Green.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.06.24-Green.pdf,2011.06.24,2011.06.24,5397.0,No
2011.06.21,June,2011,Unprovoked,Usa,Florida,"Perdido Key, Escambia County",Jetskiing,M,"B. Raines, Press-Register, 6/21/2011",2011.06.21-McConnell.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.06.21-McConnell.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.06.21-McConnell.pdf,2011.06.21,2011.06.21,5396.0,No
2011.06.19.b,June,2011,Unprovoked,Turks Caicos,Caicos Bank,French Cay,Spearfishing,M,"fptci.com, 6/23/2011",2011.06.19.b-Lewis.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.06.19.b-Lewis.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.06.19.b-Lewis.pdf,2011.06.19.b,2011.06.19.b,5395.0,No
2011.06.19.a,June,2011,Unprovoked,Costa Rica,Guanacaste,Playa Grande,Surfing,M,"D. Martinez, Tico Times, 6/21/2011",2011.06.19.a-Moraga.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.06.19.a-Moraga.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.06.19.a-Moraga.pdf,2011.06.19.a,2011.06.19.a,5394.0,Yes
2011.06.15,June,2011,Unprovoked,Reunion,Saint-Gilles-les-Bains,Boucan-Canot,Boogieboarding,M,"Surfprevention.com, 6/16/2011",2011.06.15-Auber.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.06.15-Auber.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.06.15-Auber.pdf,2011.06.15,2011.06.15,5393.0,Yes
2011.06.14.R,June,2011,Something in a boat activitie,United Kingdom,Cornwall,St. Ives,Fishing,No specified,"G. Box-Turnbull, Daily Mirror, 6/14/2011",2011.06.14.R-St.Ives.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.06.14.R-St.Ives.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.06.14.R-St.Ives.pdf,2011.06.14.R,2011.06.14.R,5392.0,No
2011.06.12,June,2011,Unprovoked,Usa,Florida,"Off Jupiter Inlet, Palm Beach County",Scubadiving,M,"WPTV, 6/13/2011",2011.06.12-Webb.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.06.12-Webb.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.06.12-Webb.pdf,2011.06.12,2011.06.12,5391.0,No
2011.06.06.R,June,2011,Unprovoked,Columbia,San Andrés archipelago,Albuquerque Cay,Spearfishing,M,"Il Isleno.com, 6/6/2011",2011.06.06.R-James.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.06.06.R-James.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.06.06.R-James.pdf,2011.06.06.R,2011.06.06.R,5390.0,No
2011.06.06.b,June,2011,Unprovoked,Usa,California,"La Jolla, San Diego County",Spearfishing,M,R. Collier,2011.06.06.b-Schlaefli.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.06.06.b-Schlaefli.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.06.06.b-Schlaefli.pdf,2011.06.06.b,2011.06.06.b,5389.0,No
2011.06.06.a,June,2011,Unprovoked,Usa,Florida,"New Smyrna Beach, Volusia County",Wading,M,"L. Lelis, Orlando Sentinel, 6/7/2011",2011.06.06.a-McIntosh.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.06.06.a-McIntosh.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.06.06.a-McIntosh.pdf,2011.06.06.a,2011.06.06.a,5388.0,No
2011.06.01,June,2011,Unprovoked,Malaysia,Kedah,Palau Payar,Snorkeling,F,meglognature.blogspot.com,2011.06.01-Malaysia.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.06.01-Malaysia.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.06.01-Malaysia.pdf,2011.06.01,2011.06.01,5387.0,No
2011.05.30,May,2011,Unprovoked,Usa,Texas,"Follett's Island, Brazoria County",Standing,F,"KHOU.com, 5/31/2011",2011.05.30-Robertson.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.05.30-Robertson.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.05.30-Robertson.pdf,2011.05.30,2011.05.30,5386.0,No
2011.05.29,May,2011,Unprovoked,South Africa,Western Cape Province,Robberg Beach,Surfing,M,"The George Herald, 5/30/2011",2011.05.29-Nelson.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.05.29-Nelson.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.05.29-Nelson.pdf,2011.05.29,2011.05.29,5385.0,No
2011.05.25,May,2011,Unprovoked,Usa,Hawaii,"Lyman Beach, Kailua-Kona",Surfing,F,"Star Advertiser, 5/26/2011",2011.05.25-Fernandez.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.05.25-Fernandez.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.05.25-Fernandez.pdf,2011.05.25,2011.05.25,5384.0,No
2011.05.22,May,2011,Unprovoked,Usa,Hawaii,"Lyman Beach, Kailua-Kona",Paddleboarding,F,"Hawaii News Now, 5/22/2011",2011.05.22-DeBina.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.05.22-DeBina.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.05.22-DeBina.pdf,2011.05.22,2011.05.22,5383.0,No
2011.05.21.b,May,2011,Unprovoked,South Africa,KwaZulu-Natal,Levan Point,Spearfishing,M,"News 24, 5/21/2011",2011.05.21.b-Smart.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.05.21.b-Smart.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.05.21.b-Smart.pdf,2011.05.21.b,2011.05.21.b,5382.0,Yes
2011.05.13.b,May,2011,Unprovoked,Usa,Florida,"Ponte Vedra Beach, St Johns County",Bodysurfing,M,"News 4, 5/16/2011",2011.05.13.b-Brown.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.05.13.b-Brown.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.05.13.b-Brown.pdf,2011.05.13.b,2011.05.13.b,5381.0,No
2011.05.21.a,May,2011,Unprovoked,New Caledonia,North Province,Kendec,Kiteboarding,M,"Radio New Zealand & Les Nouvelles Caledoniennes, 5/23/2011",2011.05.21.a-Nathan.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.05.21.a-Nathan.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.05.21.a-Nathan.pdf,2011.05.21.a,2011.05.21.a,5380.0,Yes
